,,,,,,,,,,,,,,,downloaded_filename,drive_file_id
309,Sheet,The Organist's Repertoire (Humoreske),Front Cover,Back Cover,4,1,Organ,No lyrics,Anton Dvorak,"3 East 43rd Street, New York, New York","G. Schirmer, Inc.",,1911,The cover of the sheet has an orange border around it,NOT DOWNLOADED: 1xbwp7-Nm8XIbmB2ZSRu,1xbwp7-Nm8XIbmB2ZSRuwlJGdbwI4AvGf
310,Book,The Organist's Helper No. 3,Front Cover,Back Cover,4,41,Organ,No lyrics,"Ludwig von Beethoven, Wolfgang Amadeus Mozart, Ira B. Wilson","216 W. Fifth Street Dayton, Ohio",Lorenz Publishing Co.,,1916,The price is listed on the cover of the book at $1.00,NOT DOWNLOADED: 1oIy6x8LCb-Tb9htPzjg,1oIy6x8LCb-Tb9htPzjgjVrlokULXk6A6
311,Book,Organ Voluntaries,Front Cover,Back Cover,4,20,Organ,No lyrics,"Wolfgang Amadeus Mozart, Floyd J. St. Clair, E. L Cranmer","528 Elm Street, Cincinnati, Ohio",The Fillmore Bros. Co.,,1918,There are various pencil markings throughout the book.,NOT DOWNLOADED: 1J4VP4B0wYC51eIXuPm2,1J4VP4B0wYC51eIXuPm2BACSseghqfflH
312,Book,Anthems For Christmas And General Use,Front Cover,Back Cover,4,12,"Christmas, Thanksgiving, and General Use","W.A. GoldsWorth, W. Lawrence Curry, John Oxenham, etc.","W.A. GoldsWorth, W. Lawrence Curry, John Oxenham, etc.","159 East 48th Street, New York 17, New York","The H.W. Gray Co., INC.",,1950,"The cover of the book has the songs listed, but broken down into the genres (Christmas, Thanksgiving, etc.)",NOT DOWNLOADED: 1KPSfnLMkhW_bujjtK7u,1KPSfnLMkhW_bujjtK7ucDiCmlTF0fAma
313,Sheet,Gotterdammerung,Front Cover,Back Cover,4,1,Organ,No lyrics,Richard Wagner,,B. Schotts Sohne,,Unknown,The piece of music in particular is German.,NOT DOWNLOADED: 10NXKg1saFJRSQtuf0r8,10NXKg1saFJRSQtuf0r8LsC40vQ-a9yR0
314,Book,Easy Bach for the Beginning Organist,Front Cover,Back Cover,4,7,Organ,No lyrics,J.S. Bach,"Bryn Mawr, Pennslyvania",Theodore Presser Co.,,1959,"Both at the front and the back of the book, there are Multistration Charts",NOT DOWNLOADED: 1SlVOcshNj1qhUs1rzJ0,1SlVOcshNj1qhUs1rzJ0h6ak3FCw_f1S_
315,Book,Everybody's Favorite Selected Organ Solos,Front Cover,Back Cover,4,52,Organ,No lyrics,"J.S. Bach, G.F. Handel, Ludwig von Beethoven, etc.","1600 Boardway New York City, New York",AMSCO Music Publishing Co Inc.,,1940,"This book has various different songs in it, but the books is all unattached.",NOT DOWNLOADED: 1xderpmmn0ntvYNfF9ae,1xderpmmn0ntvYNfF9aen-zOqETFPQAsm
316,Sheet,The Lord's Prayer,Front Cover,Back Cover,4,1,Religious,Albert Hay Malotte,Carl Weinrich,"3 East 43rd Street, New York, New York","G. Schirmer, Inc.",,1935,The cover of this sheet has a picture of people gathering around the Lord.,NOT DOWNLOADED: 1aJ-FTjKVARNjkbYVfif,1aJ-FTjKVARNjkbYVfiftt9yvnOwBgBxP
317,Book,The Chancel Echoes (Book No. 2),Front Cover,Back Cover,4,10,Organ,No lyrics,Theo Bonheru,"63 Berners Street, W, London",Orsborn & Co.,,?,"The cover has the pirce listed as ""One Shilling by Post 14 Stamps""",NOT DOWNLOADED: 1ky0SOR7ZV4Mw2KI7gQG,1ky0SOR7ZV4Mw2KI7gQGO_swulw_9jnak
318,Book,The Chancel Echoes (Book No. 1),Front Cover,Back Cover,4,9,Organ,No lyrics,Jules Therese,"25, Castle Street, Berners Street, W.",Orsborn & Co.,,,,NOT DOWNLOADED: 1YY9qG5gU1s_hMTRhLoH,1YY9qG5gU1s_hMTRhLoHrbD9ST9BiveBM
319,Book,Laus Organ,Front Cover,Back Cover,4,23,Organ,No lyrics,"E.R Kroger, Otto Thomas, Carl Piutti, etc.","1712 Chestnut Street, Philadelphia, Pennsylvania",Theodore Presser Co.,,1907,The cover is a tannish brown and has a reed organ on the top of the page.,NOT DOWNLOADED: 18T97oqlfZxC1aEvn2Lq,18T97oqlfZxC1aEvn2LqClrR6rhKRBAZj
320,Book,Murray's One Hundred Voluntaries,Front Cover,Back Cover,4,100,Organ,No lyrics,"Wolfgang Amadeus Mozart, J. A. Muller, Ludwig von Beethoven, etc.","1712 Chestnut Street, Philadelphia, Pennsylvania",The John Church Company,Theodore Presser Co.,1888,On the bag of the book there are various other books listed for different events; example: wedding and funeral music,NOT DOWNLOADED: 19NOTYR2n2zLfUSgLFCz,19NOTYR2n2zLfUSgLFCztXby5Ou9JnrcS
321,Book,Rink's Organ School,Front Cover,Back Cover,4,194,Organ,No lyrics,W.T. Best,"Boston, Massachusetts",Oliver Ditson & Company,,?,"The book has a stamp on the inside of the cover saying it was bought from Allstrom & Morford in Red Bank, NJ",NOT DOWNLOADED: 1iTy7_HZARoE3KSjIsYe,1iTy7_HZARoE3KSjIsYeTAVTVVVzXgEBt
322,Book,Vox Organ (Vol. 1),Front Cover,Back Cover,4,25,Organ,No lyrics,"Alexandre Guilmant,G.W. Chadwick, I.V. Flagler, etc.","Boston, Massachusetts",J.B. Millet Company,,1895,At the beginning of the book there is a small history about the organ.,NOT DOWNLOADED: 1kvAzys9-VbafwRfvBxK,1kvAzys9-VbafwRfvBxKjHYzhQFl-1dzL
323,Book,Vox Organ (Vol. 2),Front Cover,Back Cover,4,25,Organ,No lyrics,"Dudely Buck, R. Huntington Woodman, Horatio W. Parker, etc.","Boston, Massachusetts",J.B. Millet Company,,1896,The cover of the book is green with gold writing,NOT DOWNLOADED: 14ISzGR-DOm-2v9S3KBD,14ISzGR-DOm-2v9S3KBDiUcp2wBdjxxHr
324,Book,Vox Organ (Vol. 3),Front Cover,Back Cover,4,31,Organ,No lyrics,"Th. Salome, Horatio W. Parkr, J. Frank Donahow, etc.","Boston, Massachusetts",J.B. Millet Company,,1896,The cover of the book is green with gold writing,NOT DOWNLOADED: 1QVd93noeqQVZB7SLm23,1QVd93noeqQVZB7SLm23NT2V-_tC57psw
325,Book,Vox Organ (Vol.4),Front Cover,Back Cover,4,30,Organ,No lyrics,"Horatio W. Parker, Louis Adolphe Coerne, George E. Whiting","Boston, Massachusetts",J.B. Millet Company,,1896,The cover of the book is green with gold writing,NOT DOWNLOADED: 1YKp43OO8vGhyT6fEAvB,1YKp43OO8vGhyT6fEAvBoSXsgBfURSpCM
326,Book,Unknown,Front Cover,Back Cover,4,,Religious,Unknown,"Albert Heinrich, J.S. Bach, W.H. Darley",Unknown,Unknown,,Unknown,The cover for this book is completely gone,NOT DOWNLOADED: 13sT6-pek8vK42Gla-GW,13sT6-pek8vK42Gla-GWW7SPcj6z_kkj2
327,Book,Ceuveres Choisies,Front Cover,Back Cover,5,1,Piano,None,I. J. Paderewski,New York,G. Shirmer,,1899,,,
328,Book,Dance Of The Lilliputians,Front Cover,Back Cover,5,6,Piano,None,Theo Bonheur,,Ch. Sheard & Co.,,1892,Red letters.,,
329,Book,Celebrated Overtures For Piano,Front Cover,Back Cover,5,3,Piano,None,Franz Von Suppe,New York,Carl Fischer,,1915,Blue details.,,
330,Book,A Few Selections,Front Cover,Back Cover,5,3,Piano,None,Ignace J. Padewski,,The University Society Inc.,,1896,Front Cover: A woman wearing a red dress playing the piano and a man holding music sheet.,,
331,Book,A. Glazounow Bacchanal,Front Cover,Back Cover,5,1,Piano,None,William Cooper,New York,G. Shirmer,,1913,,,
332,Sheet,Parsifal,Front Cover,Back Cover,5,5,Piano,None,Richard Wagner,"Boston, Mass.",Oliver Ditson Company,,1904,,,
333,Book,Liebestram,Front Cover,Back Cover,5,1,Piano,None,Franz Liszt,New York,G. Shirmer,,,,,
334,Book,Sonata,Front Cover,Back Cover,5,1,Piano,None,Richard Epstein,New York,G. Shirmer,,1918,,,
335,Sheet,Roses de Boheme,Front Cover,Back Cover,5,1,Piano,None,H. Kowalski,New York,G. Shirmer,,1889,Front Cover: Red color cover.,,
336,Book,Mosaics,Front Cover,Back Cover,5,1,Piano,Dr. W.J. Wetmore,J. Faure,13 East 14th St. NY,S.T. Gordon & Son,,1875,,,
337,Book,Clair de Kune,Front Cover,Back Cover,5,1,Piano,None,Claude Debussy,Philadelphia,Elkan-Vogel Co. Inc.,,1890,,,
338,Book,Movements From Famous Syphonies,Front Cover,Back Cover,5,13,Piano,None,R. Schumann,Chicagp,M.M. Cole Publishing Co.,,1942,Front Cover: Orage colors and a man directing two musicians.,,
339,Book,Carousel,Front Cover,Back Cover,5,1,Showtunes,Oscar Hammerstein,Richard Rodgers,New York,"Williams Music, Inc.",,1945,Front Cover: Three people riding a carousel; pink and green colors.,,
340,Book,Tammy,Front Cover,Back Cover,5,1,Showtunes,Jay Livingston,Ray Evans,119 West 57th St. NY,Northern Music Corporation,,1956,"Front Cover: A picture of Debbie Reynolds, red colors.",,
341,Book,Mighty Lak' A Rose,Front Cover,Back Cover,5,2,Showtunes,Frank L. Stanton,Ethelbert Nevin,,The John Chruch Company,,1901,Red colors.,,
342,Book,Easy to Play Piano,Front Cover,Back Cover,5,5,Showtunes,Oscar Hammerstein,Richard Rodgers,609 Fifth Ave. NY,"Williams Music, Inc.",,1959,Yellow and red colors.,,
343,Book,Martha Wright,Front Cover,Back Cover,5,1,Showtunes,Oscar Hammerstein,Richard Rodgers,610 Fifth Ave. NY,"Williams Music, Inc.",,1959,Front Cover: Red and green details with a guitar in the background.,,
344,Book,Calcutta,Front Cover,Back Cover,5,1,Showtunes,None,Heino Gaze,"1650 Broadway, NY",George Pincus & Sons Music Corp.,,1960,Front Cover: Red colors and a picture of Lawrence Welks.,,
345,Book,The Desert Song,Front Cover,Back Cover,5,3,Showtunes,Oscar Hammerstein,Sigmund Romberg,,Harms Inc.,,1926,Front Cover: Two people riding camels with dark and light blue colors.,,
346,Book,Ah! Sweet Mystery Of Life,Front Cover,Back Cover,5,3,Showtunes,Rida Johnson Young,Victor Herbert,New York,M. Witmark & Sons,,1910,Front Cover: Red color background and picture of a man.,,
347,Book,September Song,Front Cover,Back Cover,5,5,Showtunes,Maxwell Anderson,Kurt Weill,609 Fifth Ave. NY,"Desylva, Brown & Henderson, Inc.",,1938,Front Cover: Solid Orange Color.,,
348,Book,Merry Widow,Front Cover,Back Cover,5,5,Showtunes,None,Franz Lehar,,Academic Music Co.,,1908,Front Cover: A woman holding a rose. She is wearing blue clothing.,,
349,Book,A Trip To Chinatown,Front Cover,Back Cover,5,3,Popular Vocals,Chas. H. Hoyt,Percy Gaunt,18 East 22nd St. NY,T.B. Harms,,1892,,,
350,Book,Roses Song,Front Cover,Back Cover,5,2,Popular Vocals,James A. Mac Elwee,James A. Mac Elwee,"1367-9 Broadway, NY",Chruch Paxson Company,,1910,,,
351,Book,Why Are Roses Red?,Front Cover,Back Cover,5,1,Popular,None,Claude Melnotte,,Kunkel Brothers,,1877,Front Cover: Blue background.,,
352,Book,Only You,Front Cover,Back Cover,5,1,Popular Vocals,Frank D. Pease,Dave Fitzgibbon,53 West 28th St. NY,"Dave Fitzgibbon, Butler Co.",,1901,Front Cover: Blue colors and three roses.,,
353,Book,My Sweet Girl,Front Cover,Back Cover,5,4,Popular Vocals,Hattie Starr,Hattie Starr,54 West 28th St. NY,"Dave Fitzgibbon, Butler Co.",,1901,Front Cover: Pink colors and a woman surrounded by roses.,,
354,Book,Popular Vocal Gems,Front Cover,Back Cover,5,1,Popular Vocals,Arthur Mullin,Pemberton Pierce,,Pemberton Pierce,,1836,"Front Cover: Yellow background, two women framing the prices.",,
355,Book,On The Pillows Of Despair,Front Cover,Back Cover,5,4,Popular Vocals,Arthur J. Lamb,S. R. Hendry,34 East 21st. NY,Jos. W. Stern & Co.,,1904,Front Cover: Red background color and Dainty Irene Franklin's picture in the center.,,
356,Sheet,A Trip To Chinatown,Front Cover,Back Cover,5,2,Popular Vocals,Chas H. Hoyt,Percy Gaunt,"Red Bank, NJ",T. B. Harms & Co.,,1892,Green colors.,,
357,Book,I've Taken Quite A Fancy To You,Front Cover,Back Cover,5,1,Popular Vocals,Harry T. Bunce,Harry Ennis,51 West 29th St. NY,Harry Ennis Music Pub. Co.,,1906,Front Cover: Yellow tones with two big roses.,,
358,Book,Forget Those Word In Anger Spoken,Front Cover,Back Cover,5,1,Popular Vocals,Howard Graham,Charles Graham,,R.A. Saalfield,,1799,Front Cover: Green background with a print and a woman feature in the middle.,,
359,Book,Strolling With Your Summer Girl,Front Cover,Back Cover,5,1,Popular Vocals,Lew P. Bendernagel,Lew P. Bendernagel,New York,Joyce & Bendernagel,,1906,Front Cover: A man and woman walking together in a green background.,,
360,Book,Get A Move On,Front Cover,Back Cover,5,1,Popular Vocals,Maurice Lyons,Maurice Lyons,38 East 21 St. NY,Willis Woodward & Co.,,1902,,,
361,Book,Jumping Jacks Jubilee,Front Cover,Back Cover,5,4,Popular Vocals,Henry V. Neal,Robt A. King,36 West 28th St. NY,Feist Frankenthaler,,1900,Front Cover: Red and Green colors with many toys around.,,
362,Book,Wont't You Be My Sweetheart,Front Cover,Back Cover,5,1,Popular Vocals,Harry Ennis,Harry Ennis,51 W 28th St. NY,Harry Ennis Music Pub. Co.,,1905,"Front Cover: A man and a woman sitting in a rocking chai, pink flowers around.",,
363,Book,On a Sunday Afternoon,Front Cover,Back Cover,5,2,Popular Vocals,Andrew B. Sterling,Harry Von Tilzer,42 West 28th St. NY,Harry Von Tilzer Music Pub. Co.,,1902,,,
364,Book,Roses Bring Dreams Of You,Front Cover,Back Cover,5,1,Popular Vocals,Herbert Ingraham,Herbert Ingraham,Broadway & 9th St. NY,Shapiro Music Publisher,,1908,,,
365,Book,Not Because Your Hair Is Curly,Front Cover,Back Cover,5,2,Popular Vocals,Bob Adams,Bob Adams,,Victor Kreme Co.,,1906,,,
366,Book,Blue Alsatian Mountains,Front Cover,Back Cover,5,1,Popular Vocals,Claribel,Stephen Adams,"Red Bank, NJ",Allstrom & Morford Music,,,,,
367,Book,Up In The Cocoanut Tree,Front Cover,Back Cover,5,5,Popular Vocals,Edward Madden,Theodore F. morse,New York,Howley Haviland Dresser,,1903,Front Cover: Vibrant background of a jungle and Willaim Murray's picture in the middle.,,
368,Book,Bill Bailey Won't You Please--Come Home?,Front Cover,Back Cover,5,5,Popular Vocals,Hughie Cannon,Hughie Cannon,New York,Howley Haviland Dresser,,1903,,,
369,Book,Does Your Heart Beat True To Me Song,Front Cover,Back Cover,5,1,Popular Vocals,Thomas Maxwell,Thomas Maxwell,717 Broadway St. NY,Spear & Dehnhoff,,1881,Front Cover: Black and white and man walking with a woman.,,
370,Book,Music Of Today,Front Cover,Back Cover,5,6,Piano,Bennie Benjamin,George Weiss,New York,"Music Of Today, Inc.",,1958,Front Cover: Purple background.,,
371,Book,Pomp and Circumstance,Front Cover,Back Cover,5,2,Historical/Patriotic,None,Edward Elgar,111-113 West 57th St. NY,Boosey & Co. Ltd.,,1902,,,
372,Book,Popular Marches,Front Cover,Back Cover,5,1,Historical/Patriotic,None,F. Chompin,"41 Union Squared, NY",Richard A. Saalfield,,,,,
373,Book,Good Bless American,Front Cover,Back Cover,5,1,Historical/Patriotic,None,Irving Berlin,799 Seveth Ave. NY,Irving Berlin Inc.,,1939,Front Cover: Pink background and blue letters.,,
374,Book,Popular and Successful Anthems,Front Cover,Back Cover,5,21,Religious,Helen A. Dickinson,Clarence Dickinson,New York,The H. W. Gray Co.,,1926,Blue.,,
375,Book,Songs With Accompaniment of Piano,Front Cover,Back Cover,5,1,Religious,Elizabeth G. Clephane,Edward Campion,New York,G. Shirmer,,1906,,,
376,Sheet,Songs With Accompaniment of Piano,Front Cover,Back Cover,5,1,Religious,Elizabeth G. Clephane,Edward Campion,New York,G. Shirmer,,1906,,,
377,Book,The Messiah,Front Cover,Back Cover,5,3,Religious,,,"Boston, Mass.",Oliver Ditson Company,,,,,
378,Book,The Holy City,Front Cover,Back Cover,5,1,Religious,F.B. Weatherby,Stephen Adams,426 West 55th St. NY,Manhattan Publications,,1944,,,
379,Book,Just For To Day,Front Cover,Back Cover,5,2,Religious,Sybil F. Partridge,Blanche Ebert Seaver,"Cleveland, OH",Sam Fox Pub. Co.,,1926,,,
380,Book,Abe Maria,Front Cover,Back Cover,5,1,Religious,Walter Rolfe,Bach Gounod,47 West 63rd St. NY,Century Music Publishing Co.,,1944,,,
381,Book,The Word's Prayer,Front Cover,Back Cover,5,1,Religious,Albert Hay Malotte,Albert Hay Malotte,New York,G. Shirmer,,1935,,,
382,Book,Favorire Operas For Pianos,Front Cover,Back Cover,5,3,Piano,None,Otto Hackh,New York,G. Shirmer,,1896,,,
383,Book,Die Walkure,Front Cover,Back Cover,5,6,Piano,None,Richard Wagner,"Chicago, NY, London",The John Church Company,,1904,Front Cover: Brown background with red colors.,,
384,Book,Cavalleria Rusticana,Front Cover,Back Cover,5,1,Piano,None,Max Spicker,New York,G. Shirmer,,1899,,,
385,Book,Ther Mosquito Parade,Front Cover,Back Cover,5,1,Piano,None,Howard Whitney,New York,M. Witmark & Sons,,1800,Front Cover: Yellow background and a mosquito army marching.,,
386,Book,Meditation,Front Cover,Back Cover,5,1,Piano,None,C. S. Morrison,"Chicago, NY, London",The John Church Company,,1896,Front Cover: A woman sitting in a garden.,,
387,Book,Inspiration Lancers,Front Cover,Back Cover,5,1,Piano,None,R. Schlepegrell,New York,J. H. Ross,,1879,,,
388,Book,Old Time Dance,Front Cover,Back Cover,5,28,Piano/Waltz,None,,114 West 44th St.,Geo T. Worth & Co. NY,,1930,Front Cover: A man wearing red is kissed a woman wearing green hand.,,
389,Book,Collection of 200 Favorites,Front Cover,Back Cover,5,200,Piano/Waltz,None,Irish Jig,"1658 B'way, NY",Jack Snyder Pub. Co.,,1925,Green background.,,
390,Book,The Star Dance Folio,Front Cover,Back Cover,5,48,Piano/Waltz,None,J. Bodewalt Lampe,Detroit and NY,Jerome H. Remick & Co.,,1910,,,
391,Book,Favorite Collection Famous Waltzes,Front Cover,Back Cover,5,14,Piano/Waltz,Howard Johnson,A. Salami,"799 Seveth Avenue, NY",Robbins Music Corporation,,1932,Front Cover: Red background with blue details and a man feture in the middle.,,
392,Book,The Chas. K. Harris Dance Album,Front Cover,Back Cover,5,10,Piano/Waltz,None,Chas. K. Harris,"31 West 31st Street, NY",Chas. K. Harris Music Publisher,,1905,,,
393,Book,Rachel Galop,Front Cover,Back Cover,5,10,Piano/Waltz,None,E. Kate Simmons,"Boston, Mass.",Oliver Ditson Company,,1878,,,
394,Book,New Waltzers (La Gitana),Front Cover,Back Cover,5,1,Piano/Waltz,None,Ernest Bucalossi,"Boston, Mass.",Oliver Ditson Company,,,,,
395,Book,Brieg,Front Cover,Back Cover,5,5,Piano,None,Edvard Grieg,New York,G. Shirmer,,,,,
396,Book,Hochzeits Adolf,Front Cover,Back Cover,5,1,Piano,None,A. Jenseen,New York,G. Shirmer,,,,,
397,Book,Alla Stella Confidente,Front Cover,Back Cover,5,1,Piano,None,V. Roraudi,New York,G. Shirmer,,1870,,,
398,Book,The Old Mother,Front Cover,Back Cover,5,589,Piano,None,E. Grieg,,,,,,,
399,Sheet,Finlandia,Front Cover,Back Cover,6,1,Choral,No lyrics,Jan Sibelius,"2611 Indiana Avenue, Chicago, Illinois",Moderne Publications,,1940,"The cover of this sheet is black and green, with a picture of a church on the front.",NOT DOWNLOADED: 1iFjV8fWGgHcZ1JjY4pZ,1iFjV8fWGgHcZ1JjY4pZxRLEg3NsO3gvJ
400,Sheet,My Heart At Thy Sweet Voice,Front Cover,Back Cover,6,1,Opera,Kathleen Armour,C. Saint-Saens,"New York, 23, New York",Century Music Publications CO.,,1944,"The cover of the sheet is designed with a blue, elegant border.",NOT DOWNLOADED: 1mjDhUf2IIL_XccwPzZ2,1mjDhUf2IIL_XccwPzZ2vaXa6yCMwq61R
401,Sheet,O Holy Night,Front Cover,Back Cover,6,1,Christmas / Religious,J.S. Dwight,Adolphe Adam,"1658 Broadway, New York, New York",Jack Synder Music Co. Inc.,,1924,The cover of this sheet has an illustration of being coming to meet baby Jesus the night that he was born (Christmas).,NOT DOWNLOADED: 136-IVQaPKsFttDlcpxF,136-IVQaPKsFttDlcpxFYGjKiMncVcAb8
402,Sheet,Serenade,Front Cover,Back Cover,6,1,Easy Listening,Howard Johnson,Franz Schubert,"799 Seventh Avenue, New York, New York",Robbins Music Corporation,,1933,The cover of this sheet has a light blueish-green color flower on it.,NOT DOWNLOADED: 1SestrZdb5gokKPC1PlU,1SestrZdb5gokKPC1PlUNbraK2cC6Za_g
403,Book,Everybody's Favorite Organ Music Selected by Roland Diggle,Front Cover,Back Cover,6,68,Organ,No lyrics,"G. Bizet, F. Mendelssohn, G.F. Handel, etc.","1600 Broadway, New York City, New York",AMSCO Music Sales Co. Inc.,,1939,"The cover of this book is green and black and white, and all of the songs are listed on the front.",NOT DOWNLOADED: 107Qsj9tldo2yBtgrT83,107Qsj9tldo2yBtgrT83DdSPBAUufKw80
404,Book,The Treasure Chest of Famous Waltzes,Front Cover,Back Cover,6,15,Waltzes / Dancing,No lyrics,N,"New York, New York",Treasure Chest Publications,,1943,The front cover of this book is very colorful with 4 couples waltzing together.,NOT DOWNLOADED: 1Ahd05h8lMurPxCajQDa,1Ahd05h8lMurPxCajQDaG4qq1sR2Z-rIF
405,Book,"The Organ Treasury, NO. 2",Front Cover,Back Cover,6,98,Organ,No lyrics,"E.L. Ashford, Charles Vincent, Charles W. Pearce, etc.","216 W. Fifth Street Dayton, Ohio, or 150 Fifth Ave. New York",Lorenz Publishing Co.,,1901,The front cover is pretty plain with emerald green cover with gold writing.,NOT DOWNLOADED: 15J8PePEO0vbhUpN19YN,15J8PePEO0vbhUpN19YNm4948h_B_FRY4
406,Book,"Favorite Organ Voluntaries Series, NO.2",Front Cover,Back Cover,6,15,Organ,No lyrics,"Jacques Offenbach, Anton Rubinstein, Richard Wagner, etc.","216 W. Fifth Street Dayton, Ohio, or 150 Fifth Ave. New York",Lorenz Publishing Co.,,1916,The front cover of this book of this book has the different volumes that are available from this collection.,,
407,Book,Angels In The Garden,Front Cover,Back Cover (Envolope),6,11,Religious / Easter,"Washington Gladden, J. Luke, ST. Theoulph, etc.","Henry Percy Smith, J.S. Bach, Michael Franck, etc.","119 West 40th Street, New York, New York",J. Fischer & Bro.,,1933,"The front and back cover of this book is filled with beautiful bright-colored flowers. Came with envolope it was originally mailed to Julia in. (March 10, 1950)",NOT DOWNLOADED: 1roblR0x0O6oZKO6AEoD,1roblR0x0O6oZKO6AEoDN051fOMTw9N6Y
408,Book,63 Best of the Year,Front Cover,Back Cover,6,63,Organ,"Toni Stern, Neil Diamond, John C. Fogerty, etc.","Carole King, Neil Diamond,Jacob Brackman, Carly Simon, etc.","New York, New York","Screen Gems- Columbia Music, Inc.",,"Range 1917-1971, most in 60's-71",The front cover is brown with the title in a variety of different colors with all of the songs listed on the front.,NOT DOWNLOADED: 10h8jGme8uOwet70mGn4,10h8jGme8uOwet70mGn42IqaP-zbSaru7
409,Book,The Organist,Front Cover,Back Cover,6,Unknown (the book is not intact),Organ,No lyrics,"E.L Ashford, Carl Geissier, J.L. Battmann, etc.","216 W. Fifth Street Dayton, Ohio, or 150 Fifth Ave. New York",Lorenz Publishing Co.,,1909,"The book is no longer intact, so as I cannot find a table of contents, I am not sure what the amount of songs that are supposed to be in the book is. (This has been separated into three)",NOT DOWNLOADED: 1iQbvV0ZSvv4GcUojsoC,1iQbvV0ZSvv4GcUojsoCI23sqCKkVX3-W
410,Book,Smith's Two Hundred Songs For Ukulele,Front Cover,Back Cover,7,200,Ukulele,Unknown,Unknown,"214-216-218 East Street, New York, New York",Wm.J. Smith Music Co. Inc.,,1924,The cover of this book shows a sunset with palm trees in front of it.,NOT DOWNLOADED: 1i3-S3QISmvPHA7rTGB5,1i3-S3QISmvPHA7rTGB5dI_NUpKrWPwZH
411,Book,Eureka Method For The Guitar,Front Cover,Back Cover,7,Unknown,Guitar,"No lyrics, book is by Septimus Winner","Henri Wieniawski, R. Eilenberg, M. Nolan, etc.","Boston, Massachusetts",Oliver Ditson Company,,1919,"This book is more of an instruction manual; it does have some labeled songs in it, but a majority of them are practicing different notes.",NOT DOWNLOADED: 12pn5kT3b1jpW9sVBamI,12pn5kT3b1jpW9sVBamI3DkYSMcT_4VDm
412,Book,C. Fischer's Celebrated Tutors Method for the Guitar (13th Edition),Front Cover,Back Cover,7,5?,Guitar,No lyrics,Paganini & M. Carcassi,"6 & 8 Fourth Ave, New York, New York.",Carl Fischer,,1890,This is also more of an instruction manual and tutorial like book than a book of pure music.,NOT DOWNLOADED: 1w2nFQO7_xaPP_yGzbod,1w2nFQO7_xaPP_yGzbodAge38YrexY7Is
